N	Z	A	El	Mass Excess	Binding Energy	Decay Channel
66	39	105	Y 	-51270.361	8269.02	Bminus
65	40	105	Zr	-61464.734	8358.659	Bminus
64	41	105	Nb	-69915.551	8431.692	Bminus
63	42	105	Mo	-77337.141	8494.923	Bminus
62	43	105	Tc	-82290.088	8534.643	Bminus
61	44	105	Ru	-85934.49	8561.9	Bminus
60	45	105	Rh	-87851.243	8572.704	Bminus
59	46	105	Pd	-88417.888	8570.65	Stable
58	47	105	Ag	-87070.836	8550.37	Bplus
57	48	105	Cd	-84333.839	8516.852	Bplus
56	49	105	In	-79640.572	8464.704	Bplus
55	50	105	Sn	-73337.992	8397.228	Bplus
54	51	105	Sb	-64015.482	8300.992	Bplus
53	52	105	Te	-52811.51	8186.836	alpha
68	38	106	Sr	-34790	8119	Bminus
67	39	106	Y 	-46053	8218	Bminus
66	40	106	Zr	-58549.987	8328.45	Bminus
65	41	106	Nb	-66203.357	8393.271	Bminus
64	42	106	Mo	-76134.528	8479.581	Bminus
63	43	106	Tc	-79776.223	8506.556	Bminus
62	44	106	Ru	-86323.223	8560.94	Bminus
61	45	106	Rh	-86362.627	8553.931	Bminus
60	46	106	Pd	-89907.527	8579.992	Stable
59	47	106	Ag	-86942.383	8544.639	Bminus
58	48	106	Cd	-87132.138	8539.048	Stable
57	49	106	In	-80608.134	8470.12	Bplus
56	50	106	Sn	-77353.687	8432.038	Bplus
55	51	106	Sb	-66473.292	8322.012	Bplus
54	52	106	Te	-58219.748	8236.767	alpha
69	38	107	Sr	-28900	8064	Bminus
68	39	107	Y 	-42364	8182	Bminus
67	40	107	Zr	-54379.688	8287.073	Bminus
66	41	107	Nb	-63723.81	8367.089	Bminus
65	42	107	Mo	-72551.56	8442.28	Bminus
64	43	107	Tc	-78749.914	8492.897	Bminus
63	44	107	Ru	-83862.512	8533.366	Bminus
62	45	107	Rh	-86863.703	8554.103	Bminus
61	46	107	Pd	-88372.639	8560.894	Bminus
60	47	107	Ag	-88406.67	8553.9	Stable
59	48	107	Cd	-86990.261	8533.351	Bplus
58	49	107	In	-83564.261	8494.021	Bplus
57	50	107	Sn	-78512.228	8439.494	Bplus
56	51	107	Sb	-70653.239	8358.734	Bplus
55	52	107	Te	-60539.326	8256.899	alpha
54	53	107	I 	-49430	8146	x
69	39	108	Y 	-37297	8134	Bminus
68	40	108	Zr	-51353	8257	Bminus
67	41	108	Nb	-59545.765	8325.665	Bminus
66	42	108	Mo	-70755.942	8422.219	Bminus
65	43	108	Tc	-75922.778	8462.816	Bminus
64	44	108	Ru	-83661.35	8527.225	Bminus
63	45	108	Rh	-85031.721	8532.67	Bminus
62	46	108	Pd	-89524.206	8567.023	Stable
61	47	108	Ag	-87606.763	8542.025	Bminus
60	48	108	Cd	-89252.414	8550.019	Stable
59	49	108	In	-84119.819	8495.251	Bplus
58	50	108	Sn	-82069.938	8469.027	Bplus
57	51	108	Sb	-72445.331	8372.666	Bplus
56	52	108	Te	-65781.667	8303.721	Bplus
55	53	108	I 	-52649.605	8174.884	alpha
70	39	109	Y 	-33200	8096	Bminus
69	40	109	Zr	-46193	8208	Bminus
68	41	109	Nb	-56689.794	8297.13	Bminus
67	42	109	Mo	-66665.996	8381.477	Bminus
66	43	109	Tc	-74282.775	8444.178	Bminus
65	44	109	Ru	-80738.401	8496.227	Bminus
64	45	109	Rh	-84999.455	8528.142	Bminus
63	46	109	Pd	-87606.476	8544.882	Bminus
62	47	109	Ag	-88719.426	8547.915	Stable
61	48	109	Cd	-88504.321	8538.764	Bplus
60	49	109	In	-86489.511	8513.102	P
59	50	109	Sn	-82630.184	8470.518	Bplus
58	51	109	Sb	-76250.977	8404.815	Bplus
57	52	109	Te	-67715.39	8319.33	Bplus
56	53	109	I 	-57672.496	8220.016	Bplus
55	54	109	Xe	-46169.548	8107.306	alpha
70	40	110	Zr	-42886	8177	Bminus
69	41	110	Nb	-52309.909	8255.26	Bminus
68	42	110	Mo	-64542.585	8359.354	Bminus
67	43	110	Tc	-71034.51	8411.259	Bminus
66	44	110	Ru	-80072.576	8486.311	Bminus
65	45	110	Rh	-82828.686	8504.254	Bminus
64	46	110	Pd	-88330.905	8547.162	Stable
63	47	110	Ag	-87457.302	8532.108	Bminus
62	48	110	Cd	-90347.969	8551.275	Stable
61	49	110	In	-86469.969	8508.908	Bplus
60	50	110	Sn	-85841.983	8496.087	Bplus
59	51	110	Sb	-77449.734	8412.681	Bplus
58	52	110	Te	-72229.811	8358.115	Bplus
57	53	110	I 	-60464.176	8244.043	Bplus
56	54	110	Xe	-51922.625	8159.28	alpha
71	40	111	Zr	-37560	8128	Bminus
70	41	111	Nb	-48875	8223	Bminus
69	42	111	Mo	-59939.761	8315.292	Bminus
68	43	111	Tc	-69024.622	8390.089	Bminus
67	44	111	Ru	-76785.271	8452.957	Bminus
66	45	111	Rh	-82304.452	8495.631	Bminus
65	46	111	Pd	-85985.888	8521.749	Bminus
64	47	111	Ag	-88215.447	8534.787	Bminus
63	48	111	Cd	-89252.247	8537.079	Stable
62	49	111	In	-88392.043	8522.282	Bplus
61	50	111	Sn	-85938.587	8493.13	Bplus
60	51	111	Sb	-80836.736	8440.12	Bplus
59	52	111	Te	-73587.477	8367.763	Bplus
58	53	111	I 	-64953.785	8282.934	Bplus
57	54	111	Xe	-54395.534	8180.766	Bplus
56	55	111	Cs	-42821	8069	Bplus
72	40	112	Zr	-33810	8094	Bminus
71	41	112	Nb	-44274	8180	Bminus
70	42	112	Mo	-57464	8291	Bminus
69	43	112	Tc	-65258.938	8353.621	Bminus
68	44	112	Ru	-75630.818	8439.242	Bminus
67	45	112	Rh	-79731.503	8468.87	Bminus
66	46	112	Pd	-86321.562	8520.724	Bminus
65	47	112	Ag	-86583.718	8516.08	Bminus
64	48	112	Cd	-90574.859	8544.73	Stable
63	49	112	In	-87990.131	8514.667	Bminus
62	50	112	Sn	-88655.056	8513.618	Stable
61	51	112	Sb	-81598.965	8443.632	Bplus
60	52	112	Te	-77567.508	8400.652	Bplus
59	53	112	I 	-67063.33	8299.879	Bplus
58	54	112	Xe	-60026.338	8230.064	Bplus
57	55	112	Cs	-46290.277	8100.435	P
72	41	113	Nb	-40511	8146	Bminus
71	42	113	Mo	-52490	8245	Bminus
70	43	113	Tc	-62811.541	8329.464	Bminus
69	44	113	Ru	-71868.119	8402.688	Bminus
68	45	113	Rh	-78767.536	8456.821	Bminus
67	46	113	Pd	-83591.092	8492.584	Bminus
66	47	113	Ag	-87026.822	8516.065	Bminus
65	48	113	Cd	-89043.284	8526.987	Stable
64	49	113	In	-89367.117	8522.929	Stable
63	50	113	Sn	-88328.132	8506.811	Bplus
62	51	113	Sb	-84416.968	8465.275	Bplus
61	52	113	Te	-78347.029	8404.636	Bplus
60	53	113	I 	-71119.507	8333.752	Bplus
59	54	113	Xe	-62203.618	8247.927	Bplus
58	55	113	Cs	-51764.53	8148.622	P
57	56	113	Ba	-39784	8036	x
73	41	114	Nb	-35387	8100	Bminus
72	42	114	Mo	-49807	8220	Bminus
71	43	114	Tc	-58600.288	8290.259	Bminus
70	44	114	Ru	-70221.811	8385.34	Bminus
69	45	114	Rh	-75710.625	8426.624	Bminus
68	46	114	Pd	-83490.943	8488.01	Bminus
67	47	114	Ag	-84930.8	8493.778	Bminus
66	48	114	Cd	-90014.932	8531.513	Stable
65	49	114	In	-88569.801	8511.973	Bminus
64	50	114	Sn	-90559.723	8522.566	Stable
63	51	114	Sb	-84496.574	8462.518	Bplus
62	52	114	Te	-81888.569	8432.778	Bplus
61	53	114	I 	-72796	8346	Bplus
60	54	114	Xe	-67085.89	8289.205	Bplus
59	55	114	Cs	-54682.261	8173.538	Bplus
58	56	114	Ba	-45905.426	8089.686	Bplus
74	41	115	Nb	-31354	8065	Bminus
73	42	115	Mo	-44749	8175	Bminus
72	43	115	Tc	-56319.99	8268.527	Bminus
71	44	115	Ru	-66189.734	8347.547	Bminus
70	45	115	Rh	-74229.831	8410.658	Bminus
69	46	115	Pd	-80426.386	8457.738	Bminus
68	47	115	Ag	-84982.654	8490.555	Bminus
67	48	115	Cd	-88084.479	8510.724	Bminus
66	49	115	In	-89536.346	8516.546	Stable
65	50	115	Sn	-90033.835	8514.069	Stable
64	51	115	Sb	-87003.403	8480.915	Bplus
63	52	115	Te	-82062.759	8431.15	Stable
62	53	115	I 	-76337.797	8374.564	Bplus
61	54	115	Xe	-68656.748	8300.97	Bplus
60	55	115	Cs	-59699	8216	Bplus
59	56	115	Ba	-49020	8117	Bplus
74	42	116	Mo	-41500	8146	Bminus
73	43	116	Tc	-51456	8225	Bminus
72	44	116	Ru	-64068.909	8326.883	Bminus
71	45	116	Rh	-70736.122	8377.615	Bminus
70	46	116	Pd	-79831.635	8449.28	Bminus
69	47	116	Ag	-82542.653	8465.907	Bminus
68	48	116	Cd	-88712.48	8512.35	Stable
67	49	116	In	-88249.749	8501.617	Bminus
66	50	116	Sn	-91525.97	8523.116	Stable
65	51	116	Sb	-86822.15	8475.821	Bplus
64	52	116	Te	-85268.961	8455.687	Bplus
63	53	116	I 	-77492.236	8381.902	Bplus
62	54	116	Xe	-73046.724	8336.834	Bplus
61	55	116	Cs	-62043	8235	Bplus
60	56	116	Ba	-54580	8164	Bplus
59	57	116	La	-40645	8037	Bplus
75	42	117	Mo	-36170	8100	Bminus
74	43	117	Tc	-48382	8197	Bminus
73	44	117	Ru	-59489.865	8285.562	Bminus
72	45	117	Rh	-68897.373	8359.281	Bminus
71	46	117	Pd	-76424.477	8416.929	Bminus
70	47	117	Ag	-82182.014	8459.452	Bminus
69	48	117	Cd	-86418.389	8488.973	Bminus
68	49	117	In	-88943.042	8503.865	Bminus
67	50	117	Sn	-90397.751	8509.611	Stable
66	51	117	Sb	-88639.539	8487.897	Bplus
65	52	117	Te	-85095.411	8450.919	Bplus
64	53	117	I 	-80436.077	8404.409	Bplus
63	54	117	Xe	-74185.337	8344.297	Bplus
62	55	117	Cs	-66493.092	8271.864	Bplus
61	56	117	Ba	-57457.753	8187.953	Bplus
60	57	117	La	-46471	8087	P
76	42	118	Mo	-32630	8069	Bminus
75	43	118	Tc	-43790	8157	Bminus
74	44	118	Ru	-57260	8265	Bminus
73	45	118	Rh	-64887.46	8322.858	Bminus
72	46	118	Pd	-75388.746	8405.222	Bminus
71	47	118	Ag	-79553.792	8433.889	Bminus
70	48	118	Cd	-86701.641	8487.834	Bminus
69	49	118	In	-87228.211	8485.667	Bminus
68	50	118	Sn	-91652.853	8516.533	Stable
67	51	118	Sb	-87996.213	8478.915	Bplus
66	52	118	Te	-87696.584	8469.746	Bplus
65	53	118	I 	-80971.048	8406.12	Bplus
64	54	118	Xe	-78079.057	8374.981	Bplus
63	55	118	Cs	-68409.367	8286.404	Bplus
62	56	118	Ba	-62354	8228	Bplus
61	57	118	La	-49560	8113	Bplus
76	43	119	Tc	-40371	8128	Bminus
75	44	119	Ru	-52564	8224	Bminus
74	45	119	Rh	-62822.794	8303.394	Bminus
73	46	119	Pd	-71407.902	8368.964	Bminus
72	47	119	Ag	-78645.765	8423.212	Bminus
71	48	119	Cd	-83977.068	8461.438	Bminus
70	49	119	In	-87699.281	8486.143	Bminus
69	50	119	Sn	-90065.022	8499.449	Stable
68	51	119	Sb	-89474.18	8487.91	Bplus
67	52	119	Te	-87181.18	8462.066	Bplus
66	53	119	I 	-83765.53	8426.789	Bplus
65	54	119	Xe	-78794.413	8378.441	Bplus
64	55	119	Cs	-72305.051	8317.334	Bplus
63	56	119	Ba	-64590.086	8245.928	Bplus
62	57	119	La	-54790	8157	Bplus
61	58	119	Ce	-43940	8059	Bplus
77	43	120	Tc	-35518	8087	Bminus
76	44	120	Ru	-50012	8201	Bminus
75	45	120	Rh	-58815	8268	Bminus
74	46	120	Pd	-70280.05	8357.085	Bminus
73	47	120	Ag	-75651.502	8395.327	Bminus
72	48	120	Cd	-83957.354	8458.023	Bminus
71	49	120	In	-85728.369	8466.262	Bminus
70	50	120	Sn	-91098.369	8504.492	Stable
69	51	120	Sb	-88417.761	8475.635	Bminus
68	52	120	Te	-89367.987	8477.034	Stable
67	53	120	I 	-83752.987	8423.722	Bplus
66	54	120	Xe	-82172.423	8404.031	Bplus
65	55	120	Cs	-73888.639	8328.48	Bplus
64	56	120	Ba	-68888.639	8280.294	Bplus
63	57	120	La	-57570	8179	Bplus
62	58	120	Ce	-49600	8107	Bplus
78	43	121	Tc	-31780	8056	Bminus
77	44	121	Ru	-45047	8159	Bminus
76	45	121	Rh	-56250.128	8245.239	Bminus
75	46	121	Pd	-66182.329	8320.858	Bminus
74	47	121	Ag	-74402.821	8382.33	Bminus
73	48	121	Cd	-81073.826	8430.996	Bminus
72	49	121	In	-85835.974	8463.887	Bminus
71	50	121	Sn	-89197.265	8485.201	Bminus
70	51	121	Sb	-89600.321	8482.066	Stable
69	52	121	Te	-88545.502	8466.883	Bplus
68	53	121	I 	-86251.449	8441.458	Bplus
67	54	121	Xe	-82480.986	8403.832	Bplus
66	55	121	Cs	-77102.331	8352.914	Bplus
65	56	121	Ba	-70744.837	8293.907	Bplus
64	57	121	La	-62190	8217	Bplus
63	58	121	Ce	-52690	8132	Bplus
62	59	121	Pr	-41422	8032	P
78	44	122	Ru	-42150	8135	Bminus
77	45	122	Rh	-52080	8210	Bminus
76	46	122	Pd	-64616.161	8305.975	Bminus
75	47	122	Ag	-71106.108	8352.758	Bminus
74	48	122	Cd	-80612.374	8424.266	Bminus
73	49	122	In	-83572.741	8442.118	Bminus
72	50	122	Sn	-89941.333	8487.907	Stable
71	51	122	Sb	-88335.37	8468.331	Bminus
70	52	122	Te	-90314.46	8478.14	Stable
69	53	122	I 	-86080.46	8437.023	Bplus
68	54	122	Xe	-85354.977	8424.664	Bplus
67	55	122	Cs	-78144.759	8359.151	Bplus
66	56	122	Ba	-74608.944	8323.756	Bplus
65	57	122	La	-64543	8235	Bplus
64	58	122	Ce	-57874	8174	Bplus
63	59	122	Pr	-44780	8060	Bplus
79	44	123	Ru	-37080	8093	Bminus
78	45	123	Rh	-49360	8186	Bminus
77	46	123	Pd	-60429.742	8270.031	Bminus
76	47	123	Ag	-69548.078	8337.803	Bminus
75	48	123	Cd	-77414.181	8395.395	Bminus
74	49	123	In	-83430.353	8437.946	Bminus
73	50	123	Sn	-87816.181	8467.243	Bminus
72	51	123	Sb	-89224.069	8472.328	Stable
71	52	123	Te	-89172.156	8465.546	Stable
70	53	123	I 	-87943.727	8449.198	Bplus
69	54	123	Xe	-85248.701	8420.927	Bplus
68	55	123	Cs	-81043.646	8380.379	Bplus
67	56	123	Ba	-75654.953	8330.208	Bplus
66	57	123	La	-68651	8267	Bplus
65	58	123	Ce	-60286	8193	Bplus
64	59	123	Pr	-50230	8104	Bplus
80	44	124	Ru	-33960	8068	Bminus
79	45	124	Rh	-44890	8149	Bminus
78	46	124	Pd	-58390	8252	Bminus
77	47	124	Ag	-66200.134	8308.655	Bminus
76	48	124	Cd	-76701.672	8387.035	Bminus
75	49	124	In	-80870.201	8414.343	Bminus
74	50	124	Sn	-88234.193	8467.421	Stable
73	51	124	Sb	-87620.248	8456.16	Bminus
72	52	124	Te	-90525.321	8473.279	Stable
71	53	124	I 	-87365.734	8441.489	Bminus
70	54	124	Xe	-87661.421	8437.565	Stable
69	55	124	Cs	-81731.334	8383.432	Bplus
68	56	124	Ba	-79089.775	8355.82	Bplus
67	57	124	La	-70258.61	8278.292	Bplus
66	58	124	Ce	-64916	8229	Bplus
65	59	124	Pr	-53151	8128	Bplus
64	60	124	Nd	-44525	8052	Bplus
80	45	125	Rh	-42000	8126	Bminus
79	46	125	Pd	-54120	8216	Bminus
78	47	125	Ag	-64519.932	8293.314	Bminus
77	48	125	Cd	-73348.095	8357.681	Bminus
76	49	125	In	-80476.805	8408.452	Bminus
75	50	125	Sn	-85896.376	8445.55	Bminus
74	51	125	Sb	-88256.274	8458.17	Bminus
73	52	125	Te	-89022.974	8458.045	Stable
72	53	125	I 	-88837.204	8450.3	Bplus
71	54	125	Xe	-87193.381	8430.89	Bplus
70	55	125	Cs	-84087.95	8399.788	Bplus
69	56	125	Ba	-79668.965	8358.178	Bplus
68	57	125	La	-73759.484	8304.643	Bplus
67	58	125	Ce	-66658	8242	Bplus
66	59	125	Pr	-57940	8166	Bplus
65	60	125	Nd	-47599	8077	Bplus
81	45	126	Rh	-37300	8088	Bminus
80	46	126	Pd	-51860	8197	Bminus
79	47	126	Ag	-60680	8261	Bminus
78	48	126	Cd	-72256.802	8346.747	Bminus
77	49	126	In	-77772.908	8384.317	Bminus
76	50	126	Sn	-86015.24	8443.523	Bminus
75	51	126	Sb	-86393.24	8440.314	Bminus
74	52	126	Te	-90065.348	8463.248	Stable
73	53	126	I 	-87911.318	8439.944	Bminus
72	54	126	Xe	-89146.962	8443.541	Stable
71	55	126	Cs	-84350.829	8399.268	Bplus
70	56	126	Ba	-82669.902	8379.718	Bplus
69	57	126	La	-74973.468	8312.426	Bplus
68	58	126	Ce	-70820.558	8273.257	Bplus
67	59	126	Pr	-60324	8184	Bplus
66	60	126	Nd	-52993	8119	Bplus
65	61	126	Pm	-39350	8005	Bplus
82	45	127	Rh	-34030	8062	Bminus
81	46	127	Pd	-47180	8159	Bminus
80	47	127	Ag	-58440	8242	Bminus
79	48	127	Cd	-68747.402	8316.945	Bminus
78	49	127	In	-76896.184	8374.949	Bminus
77	50	127	Sn	-83470.803	8420.557	Bminus
76	51	127	Sb	-86699.477	8439.82	Bminus
75	52	127	Te	-88281.678	8446.118	Bminus
74	53	127	I 	-88983.909	8445.487	Stable
73	54	127	Xe	-88321.56	8434.111	Bplus
72	55	127	Cs	-86240.154	8411.562	Bplus
71	56	127	Ba	-82817.944	8378.455	Bplus
70	57	127	La	-77896.108	8333.54	Bplus
69	58	127	Ce	-71979.336	8280.791	Bplus
68	59	127	Pr	-64543	8216	Bplus
67	60	127	Nd	-55536	8139	Bplus
66	61	127	Pm	-44786	8048	Bplus
82	46	128	Pd	-44490	8138	Bminus
81	47	128	Ag	-54620	8211	Bminus
80	48	128	Cd	-67241.89	8303.264	Bminus
79	49	128	In	-74145.941	8351.09	Bminus
78	50	128	Sn	-83362.008	8416.979	Bminus
77	51	128	Sb	-84630.286	8420.775	Bminus
76	52	128	Te	-88993.716	8448.752	Stable
75	53	128	I 	-87738.724	8432.836	Bminus
74	54	128	Xe	-89860.298	8443.298	Stable
73	55	128	Cs	-85931.581	8406.493	Bplus
72	56	128	Ba	-85378.497	8396.06	Bplus
71	57	128	La	-78625.431	8337.19	Bplus
70	58	128	Ce	-75533.917	8306.925	Bplus
69	59	128	Pr	-66330.757	8228.913	Bplus
68	60	128	Nd	-60314	8176	Bplus
67	61	128	Pm	-47786	8072	Bplus
66	62	128	Sm	-38670	7994	P
83	46	129	Pd	-37610	8084	Bminus
82	47	129	Ag	-51980	8189	Bminus
81	48	129	Cd	-63058.046	8269.034	Bminus
80	49	129	In	-72837.72	8338.78	Bminus
79	50	129	Sn	-80590.903	8392.818	Bminus
78	51	129	Sb	-84629.307	8418.058	Bminus
77	52	129	Te	-87004.807	8430.409	Bminus
76	53	129	I 	-88507.125	8435.99	Bminus
75	54	129	Xe	-88696.05896	8431.39	Stable
74	55	129	Cs	-87499.246	8416.047	Bplus
73	56	129	Ba	-85063.198	8391.098	Bplus
72	57	129	La	-81324.573	8356.052	Bplus
71	58	129	Ce	-76287.496	8310.94	Bplus
70	59	129	Pr	-69773.558	8254.38	Bplus
69	60	129	Nd	-62315	8190	Bplus
68	61	129	Pm	-52881	8111	Bplus
67	62	129	Sm	-42000	8021	Bplus
83	47	130	Ag	-45697	8140	Bminus
82	48	130	Cd	-61117.589	8252.586	Bminus
81	49	130	In	-69883.206	8313.996	Bminus
80	50	130	Sn	-80132.206	8386.816	Bminus
79	51	130	Sb	-82285.676	8397.363	Bminus
78	52	130	Te	-87352.949	8430.324	Stable
77	53	130	I 	-86936.138	8421.1	Bminus
76	54	130	Xe	-89880.463	8437.731	Stable
75	55	130	Cs	-86899.743	8408.784	Bminus
74	56	130	Ba	-87261.544	8405.549	Stable
73	57	130	La	-81627.366	8356.191	Bplus
72	58	130	Ce	-79422.905	8333.216	Bplus
71	59	130	Pr	-71175.457	8263.756	Bplus
70	60	130	Nd	-66596.232	8222.513	Bplus
69	61	130	Pm	-55396	8130	Bplus
68	62	130	Sm	-47506	8064	Bplus
67	63	130	Eu	-33683	7951	P
84	47	131	Ag	-40380	8099	Bminus
83	48	131	Cd	-55218.965	8206.175	Bminus
82	49	131	In	-68025.03	8297.959	Bminus
81	50	131	Sn	-77264.571	8362.517	Bminus
80	51	131	Sb	-81981.401	8392.552	Bminus
79	52	131	Te	-85211.012	8411.233	Bminus
78	53	131	I 	-87442.71	8422.297	Bminus
77	54	131	Xe	-88413.558	8423.736	Stable
76	55	131	Cs	-88058.786	8415.056	Bplus
75	56	131	Ba	-86683.731	8398.587	Bplus
74	57	131	La	-83769.256	8370.367	Bplus
73	58	131	Ce	-79708.44	8333.396	Bplus
72	59	131	Pr	-74300.656	8286.143	Bplus
71	60	131	Nd	-67768.033	8230.304	Bplus
70	61	131	Pm	-59660	8162	Bplus
69	62	131	Sm	-50133	8084	Bplus
68	63	131	Eu	-39270	7995	P
85	47	132	Ag	-33790	8049	Bminus
84	48	132	Cd	-50263	8168	Bminus
83	49	132	In	-62411.542	8253.715	Bminus
82	50	132	Sn	-76546.542	8354.872	Bminus
81	51	132	Sb	-79635.271	8372.344	Bminus
80	52	132	Te	-85188.186	8408.485	Bminus
79	53	132	I 	-85703.49	8406.462	Bminus
78	54	132	Xe	-89278.96179	8427.622	Stable
77	55	132	Cs	-87152.681	8405.587	Bminus
76	56	132	Ba	-88435.017	8409.375	Stable
75	57	132	La	-83723.65	8367.756	Bplus
74	58	132	Ce	-82470.896	8352.338	Bplus
73	59	132	Pr	-75227.456	8291.537	Bplus
72	60	132	Nd	-71425.807	8256.81	Bplus
71	61	132	Pm	-61628	8177	Bplus
70	62	132	Sm	-55079	8121	Bplus
69	63	132	Eu	-42200	8018	Bplus
85	48	133	Cd	-43920	8119	Bminus
84	49	133	In	-57464	8215	Bminus
83	50	133	Sn	-70873.88	8310.088	Bminus
82	51	133	Sb	-78923.503	8364.729	Bminus
81	52	133	Te	-82937.122	8389.025	Bminus
80	53	133	I 	-85858.26	8405.106	Bminus
79	54	133	Xe	-87643.571	8412.647	Bminus
78	55	133	Cs	-88070.931	8409.978	Stable
77	56	133	Ba	-87553.613	8400.206	Bplus
76	57	133	La	-85494.383	8378.841	Bplus
75	58	133	Ce	-82418.214	8349.829	Bplus
74	59	133	Pr	-77937.581	8310.258	Bplus
73	60	133	Nd	-72332.372	8262.231	Bplus
72	61	133	Pm	-65407.646	8204.283	Bplus
71	62	133	Sm	-57231	8137	Bplus
70	63	133	Eu	-47236	8056	Bplus
69	64	133	Gd	-35860	7964	Bplus
86	48	134	Cd	-38920	8082	Bminus
85	49	134	In	-51661	8171	Bminus
84	50	134	Sn	-66433.748	8275.171	Bminus
83	51	134	Sb	-74020.542	8325.95	Bminus
82	52	134	Te	-82533.741	8383.643	Bminus
81	53	134	I 	-84043.429	8389.071	Bminus
80	54	134	Xe	-88125.822	8413.699	Stable
79	55	134	Cs	-86891.154	8398.646	Bminus
78	56	134	Ba	-88949.853	8408.171	Stable
77	57	134	La	-85218.65	8374.488	Bplus
76	58	134	Ce	-84832.889	8365.771	Bplus
75	59	134	Pr	-78527.991	8312.881	Bplus
74	60	134	Nd	-75646.432	8285.538	Bplus
73	61	134	Pm	-66738.751	8213.225	Bplus
72	62	134	Sm	-61376	8167	Bplus
71	63	134	Eu	-49928	8076	Bplus
70	64	134	Gd	-41302	8006	Bplus
86	49	135	In	-46528	8132	Bminus
85	50	135	Sn	-60632.244	8230.687	Bminus
84	51	135	Sb	-69690.323	8291.989	Bminus
83	52	135	Te	-77728.78	8345.738	Bminus
82	53	135	I 	-83779.145	8384.76	Bminus
81	54	135	Xe	-86413.151	8398.476	Bminus
80	55	135	Cs	-87581.643	8401.336	Bminus
79	56	135	Ba	-87850.498	8397.533	Stable
78	57	135	La	-86643.317	8382.795	Bplus
77	58	135	Ce	-84616.171	8361.984	Bplus
76	59	135	Pr	-80935.861	8328.928	Bplus
75	60	135	Nd	-76213.609	8288.153	Bplus
74	61	135	Pm	-70052.075	8236.717	Bplus
73	62	135	Sm	-62857.215	8177.626	Bplus
72	63	135	Eu	-54148	8107	Bplus
71	64	135	Gd	-44390	8029	Bplus
70	65	135	Tb	-32825	7938	P
87	49	136	In	-40510	8087	Bminus
86	50	136	Sn	-55899	8195	Bminus
85	51	136	Sb	-64506.88	8252.252	Bminus
84	52	136	Te	-74425.269	8319.429	Bminus
83	53	136	I 	-79545.214	8351.323	Bminus
82	54	136	Xe	-86429.159	8396.188	Stable
81	55	136	Cs	-86338.697	8389.77	Bminus
80	56	136	Ba	-88886.921	8402.755	Stable
79	57	136	La	-86037.479	8376.05	Bminus
78	58	136	Ce	-86508.372	8373.76	Stable
77	59	136	Pr	-81340.355	8330.008	Bplus
76	60	136	Nd	-79199.287	8308.512	Bplus
75	61	136	Pm	-71169.915	8243.72	Bplus
74	62	136	Sm	-66810.89	8205.916	Bplus
73	63	136	Eu	-56244	8122	Bplus
72	64	136	Gd	-49090	8064	Bplus
71	65	136	Tb	-36130	7963	Bplus
88	49	137	In	-35040	8047	Bminus
87	50	137	Sn	-49788	8149	Bminus
86	51	137	Sb	-60060.384	8218.476	Bminus
85	52	137	Te	-69303.753	8280.235	Bminus
84	53	137	I 	-76356.258	8326.002	Bminus
83	54	137	Xe	-82383.404	8364.286	Bminus
82	55	137	Cs	-86545.606	8388.956	Bminus
81	56	137	Ba	-87721.235	8391.827	Stable
80	57	137	La	-87140.688	8381.879	Bplus
79	58	137	Ce	-85918.588	8367.248	Bplus
78	59	137	Pr	-83201.693	8341.706	Bplus
77	60	137	Nd	-79584.567	8309.593	Bplus
76	61	137	Pm	-74072.848	8263.651	Bplus
75	62	137	Sm	-68026.525	8213.806	Bplus
74	63	137	Eu	-60145.895	8150.573	Bplus
73	64	137	Gd	-51214	8080	Bplus
72	65	137	Tb	-40967	7999	Bplus
88	50	138	Sn	-44861	8113	Bminus
87	51	138	Sb	-54220.403	8175.091	Bminus
86	52	138	Te	-65695.985	8252.578	Bminus
85	53	138	I 	-71979.9	8292.444	Bminus
84	54	138	Xe	-79972.233	8344.69	Bminus
83	55	138	Cs	-82886.937	8360.142	Bminus
82	56	138	Ba	-88261.638	8393.42	Stable
81	57	138	La	-86519.18	8375.125	Stable
80	58	138	Ce	-87570.922	8377.077	Stable
79	59	138	Pr	-83133.922	8339.255	Bplus
78	60	138	Nd	-82018.31	8325.502	Bplus
77	61	138	Pm	-74940.483	8268.544	Bplus
76	62	138	Sm	-71497.762	8237.928	Bplus
75	63	138	Eu	-61749.669	8161.62	Bplus
74	64	138	Gd	-55800	8113	Bplus
73	65	138	Tb	-43668	8019	Bplus
72	66	138	Dy	-34931	7950	Bplus
89	50	139	Sn	-38440	8066	Bminus
88	51	139	Sb	-49788	8142	Bminus
87	52	139	Te	-60205.072	8211.771	Bminus
86	53	139	I 	-68470.954	8265.609	Bminus
85	54	139	Xe	-75644.576	8311.59	Bminus
84	55	139	Cs	-80700.921	8342.338	Bminus
83	56	139	Ba	-84913.751	8367.017	Bminus
82	57	139	La	-87226.212	8378.025	Stable
81	58	139	Ce	-86947.862	8370.395	Bplus
80	59	139	Pr	-84818.798	8349.449	Bplus
79	60	139	Nd	-82013.942	8323.642	Bplus
78	61	139	Pm	-77500.481	8285.543	Bplus
77	62	139	Sm	-72380.219	8243.078	Bplus
76	63	139	Eu	-65398.042	8187.218	Bplus
75	64	139	Gd	-57632	8126	Bplus
